2024-09-26 11:34:19,484 - INFO - Cargando el modelo base desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-26 11:34:19,489 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-26 11:34:19,489 - INFO - Capas convolucionales congeladas.
2024-09-26 11:34:19,489 - INFO - Entrenando en dificultad 3
2024-09-26 11:34:20,778 - INFO - Ep.: 0, Score: -18.0, Steps: 1300, Avg Q-val: 1.28, Mem Usage: 8.0%, tot_steps: 1301
2024-09-26 11:35:39,007 - INFO - Ep.: 43, Score: -7.0, Steps: 3081, Avg Q-val: 1.27, Mem Usage: 17.9%, tot_steps: 87404
2024-09-26 11:35:40,292 - INFO - Ep.: 44, Score: -18.0, Steps: 1336, Avg Q-val: 1.27, Mem Usage: 18.1%, tot_steps: 88741
2024-09-26 11:35:42,984 - INFO - Ep.: 45, Score: -7.0, Steps: 2872, Avg Q-val: 1.27, Mem Usage: 18.6%, tot_steps: 91614
2024-09-26 11:35:44,147 - INFO - Ep.: 46, Score: -20.0, Steps: 1178, Avg Q-val: 1.27, Mem Usage: 18.8%, tot_steps: 92793
2024-09-26 11:35:45,473 - INFO - Ep.: 47, Score: -18.0, Steps: 1368, Avg Q-val: 1.27, Mem Usage: 19.1%, tot_steps: 94162
2024-09-26 11:35:47,750 - INFO - Ep.: 48, Score: -12.0, Steps: 2397, Avg Q-val: 1.28, Mem Usage: 19.5%, tot_steps: 96560
2024-09-26 11:35:50,056 - INFO - Ep.: 49, Score: -13.0, Steps: 2454, Avg Q-val: 1.28, Mem Usage: 19.9%, tot_steps: 99015
2024-09-26 11:35:53,442 - INFO - Ep.: 50, Score: -17.0, Steps: 1737, Avg Q-val: 1.27, Mem Usage: 20.6%, tot_steps: 100753
2024-09-26 11:35:57,978 - INFO - Ep.: 51, Score: -14.0, Steps: 1501, Avg Q-val: 1.28, Mem Usage: 21.4%, tot_steps: 102255
2024-09-26 11:36:01,507 - INFO - Ep.: 52, Score: -18.0, Steps: 1149, Avg Q-val: 1.27, Mem Usage: 21.9%, tot_steps: 103405
2024-09-26 11:36:04,309 - INFO - Ep.: 53, Score: -20.0, Steps: 908, Avg Q-val: 1.27, Mem Usage: 22.4%, tot_steps: 104314
2024-09-26 11:36:07,068 - INFO - Ep.: 54, Score: -20.0, Steps: 888, Avg Q-val: 1.27, Mem Usage: 22.9%, tot_steps: 105203
2024-09-26 11:36:10,322 - INFO - Ep.: 55, Score: -20.0, Steps: 1058, Avg Q-val: 1.27, Mem Usage: 23.4%, tot_steps: 106262
2024-09-26 11:36:13,031 - INFO - Ep.: 56, Score: -21.0, Steps: 884, Avg Q-val: 1.27, Mem Usage: 23.8%, tot_steps: 107147
2024-09-26 11:36:15,856 - INFO - Ep.: 57, Score: -20.0, Steps: 919, Avg Q-val: 1.27, Mem Usage: 24.2%, tot_steps: 108067
2024-09-26 11:36:18,181 - INFO - Ep.: 58, Score: -21.0, Steps: 763, Avg Q-val: 1.27, Mem Usage: 24.6%, tot_steps: 108831
2024-09-26 11:36:21,244 - INFO - Ep.: 59, Score: -20.0, Steps: 998, Avg Q-val: 1.27, Mem Usage: 25.1%, tot_steps: 109830
2024-09-26 11:36:24,324 - INFO - Ep.: 60, Score: -19.0, Steps: 1006, Avg Q-val: 1.27, Mem Usage: 25.5%, tot_steps: 110837
2024-09-26 11:36:26,710 - INFO - Ep.: 61, Score: -21.0, Steps: 763, Avg Q-val: 1.27, Mem Usage: 25.9%, tot_steps: 111601
2024-09-26 11:36:29,025 - INFO - Ep.: 62, Score: -21.0, Steps: 763, Avg Q-val: 1.27, Mem Usage: 26.2%, tot_steps: 112365
2024-09-26 11:36:31,398 - INFO - Ep.: 63, Score: -21.0, Steps: 763, Avg Q-val: 1.27, Mem Usage: 26.6%, tot_steps: 113129
2024-09-26 11:36:34,618 - INFO - Ep.: 64, Score: -19.0, Steps: 1048, Avg Q-val: 1.27, Mem Usage: 27.1%, tot_steps: 114178
2024-09-26 11:36:38,026 - INFO - Ep.: 65, Score: -18.0, Steps: 1131, Avg Q-val: 1.26, Mem Usage: 27.6%, tot_steps: 115310
2024-09-26 11:36:42,223 - INFO - Ep.: 66, Score: -17.0, Steps: 1369, Avg Q-val: 1.26, Mem Usage: 28.2%, tot_steps: 116680
2024-09-26 11:36:45,798 - INFO - Ep.: 67, Score: -20.0, Steps: 1163, Avg Q-val: 1.26, Mem Usage: 28.8%, tot_steps: 117844
2024-09-26 11:36:52,557 - INFO - Ep.: 68, Score: -13.0, Steps: 2247, Avg Q-val: 1.26, Mem Usage: 29.8%, tot_steps: 120092
2024-09-26 11:36:55,973 - INFO - Ep.: 69, Score: -18.0, Steps: 1112, Avg Q-val: 1.26, Mem Usage: 30.3%, tot_steps: 121205
2024-09-26 11:37:00,446 - INFO - Ep.: 70, Score: -20.0, Steps: 1326, Avg Q-val: 1.26, Mem Usage: 30.9%, tot_steps: 122532
2024-09-26 11:37:05,219 - INFO - Ep.: 71, Score: -19.0, Steps: 1288, Avg Q-val: 1.26, Mem Usage: 31.4%, tot_steps: 123821
2024-09-26 11:37:10,136 - INFO - Ep.: 72, Score: -18.0, Steps: 1544, Avg Q-val: 1.25, Mem Usage: 31.7%, tot_steps: 125366
2024-09-26 11:37:17,973 - INFO - Ep.: 73, Score: -12.0, Steps: 2241, Avg Q-val: 1.25, Mem Usage: 32.3%, tot_steps: 127608
2024-09-26 11:37:26,876 - INFO - Ep.: 74, Score: -9.0, Steps: 2471, Avg Q-val: 1.25, Mem Usage: 32.9%, tot_steps: 130080
2024-09-26 11:37:34,319 - INFO - Ep.: 75, Score: -12.0, Steps: 2130, Avg Q-val: 1.25, Mem Usage: 33.5%, tot_steps: 132211
2024-09-26 11:37:40,118 - INFO - Ep.: 76, Score: -14.0, Steps: 1627, Avg Q-val: 1.25, Mem Usage: 33.9%, tot_steps: 133839
2024-09-26 11:37:47,494 - INFO - Ep.: 77, Score: -12.0, Steps: 2047, Avg Q-val: 1.25, Mem Usage: 34.5%, tot_steps: 135887
2024-09-26 11:37:55,656 - INFO - Ep.: 78, Score: -15.0, Steps: 1949, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 137837
2024-09-26 11:38:08,264 - INFO - Ep.: 79, Score: -6.0, Steps: 3005, Avg Q-val: 1.24, Mem Usage: 34.3%, tot_steps: 140843
2024-09-26 11:38:19,264 - INFO - Ep.: 80, Score: 6.0, Steps: 2647, Avg Q-val: 1.24, Mem Usage: 34.3%, tot_steps: 143491
2024-09-26 11:38:28,405 - INFO - Ep.: 81, Score: -10.0, Steps: 2185, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 145677
2024-09-26 11:38:38,146 - INFO - Ep.: 82, Score: -11.0, Steps: 2224, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 147902
2024-09-26 11:38:51,390 - INFO - Ep.: 83, Score: 3.0, Steps: 3069, Avg Q-val: 1.24, Mem Usage: 34.3%, tot_steps: 150972
2024-09-26 11:39:00,126 - INFO - Ep.: 84, Score: -17.0, Steps: 2092, Avg Q-val: 1.24, Mem Usage: 34.3%, tot_steps: 153065
2024-09-26 11:39:08,829 - INFO - Ep.: 85, Score: -13.0, Steps: 1992, Avg Q-val: 1.24, Mem Usage: 34.3%, tot_steps: 155058
2024-09-26 11:39:20,767 - INFO - Ep.: 86, Score: 1.0, Steps: 2823, Avg Q-val: 1.24, Mem Usage: 34.3%, tot_steps: 157882
2024-09-26 11:39:33,580 - INFO - Ep.: 87, Score: -2.0, Steps: 3061, Avg Q-val: 1.23, Mem Usage: 34.3%, tot_steps: 160944
2024-09-26 11:39:44,827 - INFO - Ep.: 88, Score: 1.0, Steps: 2673, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 163618
2024-09-26 11:39:57,609 - INFO - Ep.: 89, Score: 6.0, Steps: 2934, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 166553
2024-09-26 11:40:08,628 - INFO - Ep.: 90, Score: 10.0, Steps: 2556, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 169110
2024-09-26 11:40:23,646 - INFO - Ep.: 91, Score: -1.0, Steps: 3500, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 172611
2024-09-26 11:40:35,066 - INFO - Ep.: 92, Score: 10.0, Steps: 2683, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 175295
2024-09-26 11:40:47,503 - INFO - Ep.: 93, Score: 8.0, Steps: 2901, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 178197
2024-09-26 11:41:01,703 - INFO - Ep.: 94, Score: -1.0, Steps: 3395, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 181593
2024-09-26 11:41:11,949 - INFO - Ep.: 95, Score: 11.0, Steps: 2445, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 184039
2024-09-26 11:41:21,504 - INFO - Ep.: 96, Score: 14.0, Steps: 2226, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 186266
2024-09-26 11:41:32,790 - INFO - Ep.: 97, Score: 9.0, Steps: 2705, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 188972
2024-09-26 11:41:44,227 - INFO - Ep.: 98, Score: 7.0, Steps: 2717, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 191690
2024-09-26 11:41:54,658 - INFO - Ep.: 99, Score: 9.0, Steps: 2385, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 194076
2024-09-26 11:42:06,815 - INFO - Ep.: 100, Score: 11.0, Steps: 2888, Avg Q-val: 1.22, Mem Usage: 34.4%, tot_steps: 196965
2024-09-26 11:42:17,255 - INFO - Ep.: 101, Score: 13.0, Steps: 2464, Avg Q-val: 1.22, Mem Usage: 34.3%, tot_steps: 199430
2024-09-26 11:42:25,920 - INFO - Ep.: 102, Score: 17.0, Steps: 1993, Avg Q-val: 1.22, Mem Usage: 34.3%, tot_steps: 201424
2024-09-26 11:42:34,141 - INFO - Ep.: 103, Score: 18.0, Steps: 1873, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 203298
2024-09-26 11:42:44,616 - INFO - Ep.: 104, Score: 11.0, Steps: 2445, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 205744
2024-09-26 11:42:55,963 - INFO - Ep.: 105, Score: 11.0, Steps: 2635, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 208380
2024-09-26 11:43:04,628 - INFO - Ep.: 106, Score: 15.0, Steps: 2055, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 210436
2024-09-26 11:43:15,864 - INFO - Ep.: 107, Score: 7.0, Steps: 2667, Avg Q-val: 1.23, Mem Usage: 34.5%, tot_steps: 213104
2024-09-26 11:43:26,230 - INFO - Ep.: 108, Score: 11.0, Steps: 2492, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 215597
2024-09-26 11:43:35,596 - INFO - Ep.: 109, Score: 15.0, Steps: 2143, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 217741
2024-09-26 11:43:44,533 - INFO - Ep.: 110, Score: 14.0, Steps: 2100, Avg Q-val: 1.23, Mem Usage: 34.4%, tot_steps: 219842
2024-09-26 11:43:53,378 - INFO - Ep.: 111, Score: 14.0, Steps: 2091, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 221934
2024-09-26 11:44:03,486 - INFO - Ep.: 112, Score: 10.0, Steps: 2399, Avg Q-val: 1.24, Mem Usage: 34.3%, tot_steps: 224334
2024-09-26 11:44:12,367 - INFO - Ep.: 113, Score: 16.0, Steps: 2110, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 226445
2024-09-26 11:44:22,100 - INFO - Ep.: 114, Score: 16.0, Steps: 2253, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 228699
2024-09-26 11:44:31,201 - INFO - Ep.: 115, Score: 15.0, Steps: 2176, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 230876
2024-09-26 11:44:40,537 - INFO - Ep.: 116, Score: 13.0, Steps: 2252, Avg Q-val: 1.24, Mem Usage: 34.4%, tot_steps: 233129
2024-09-26 11:44:48,586 - INFO - Ep.: 117, Score: 20.0, Steps: 1901, Avg Q-val: 1.25, Mem Usage: 34.3%, tot_steps: 235031
2024-09-26 11:44:58,317 - INFO - Ep.: 118, Score: 14.0, Steps: 2242, Avg Q-val: 1.25, Mem Usage: 34.4%, tot_steps: 237274
2024-09-26 11:45:07,512 - INFO - Ep.: 119, Score: 14.0, Steps: 2199, Avg Q-val: 1.25, Mem Usage: 34.5%, tot_steps: 239474
2024-09-26 11:45:15,049 - INFO - Ep.: 120, Score: 19.0, Steps: 1774, Avg Q-val: 1.25, Mem Usage: 34.3%, tot_steps: 241249
2024-09-26 11:45:22,976 - INFO - Ep.: 121, Score: 17.0, Steps: 1835, Avg Q-val: 1.25, Mem Usage: 34.5%, tot_steps: 243085
2024-09-26 11:45:33,666 - INFO - Ep.: 122, Score: 12.0, Steps: 2471, Avg Q-val: 1.25, Mem Usage: 35.6%, tot_steps: 245557
2024-09-26 11:45:42,819 - INFO - Ep.: 123, Score: 17.0, Steps: 2130, Avg Q-val: 1.26, Mem Usage: 36.6%, tot_steps: 247688
2024-09-26 11:45:50,949 - INFO - Ep.: 124, Score: 17.0, Steps: 1889, Avg Q-val: 1.26, Mem Usage: 37.4%, tot_steps: 249578
2024-09-26 11:45:59,581 - INFO - Ep.: 125, Score: 18.0, Steps: 1974, Avg Q-val: 1.26, Mem Usage: 38.6%, tot_steps: 251553
2024-09-26 11:46:08,401 - INFO - Ep.: 126, Score: 16.0, Steps: 1990, Avg Q-val: 1.26, Mem Usage: 40.6%, tot_steps: 253544
2024-09-26 11:46:16,910 - INFO - Ep.: 127, Score: 19.0, Steps: 1913, Avg Q-val: 1.26, Mem Usage: 42.4%, tot_steps: 255458
2024-09-26 11:46:25,247 - INFO - Ep.: 128, Score: 18.0, Steps: 1820, Avg Q-val: 1.26, Mem Usage: 44.8%, tot_steps: 257279
2024-09-26 11:46:33,924 - INFO - Ep.: 129, Score: 17.0, Steps: 1866, Avg Q-val: 1.27, Mem Usage: 47.4%, tot_steps: 259146
2024-09-26 11:46:42,075 - INFO - Ep.: 130, Score: 19.0, Steps: 1773, Avg Q-val: 1.27, Mem Usage: 50.1%, tot_steps: 260920
2024-09-26 11:46:52,198 - INFO - Ep.: 131, Score: 14.0, Steps: 1863, Avg Q-val: 1.27, Mem Usage: 52.5%, tot_steps: 262784
2024-09-26 11:47:04,866 - INFO - Ep.: 132, Score: 13.0, Steps: 2411, Avg Q-val: 1.27, Mem Usage: 55.1%, tot_steps: 265196
2024-09-26 11:47:15,411 - INFO - Ep.: 133, Score: 17.0, Steps: 1985, Avg Q-val: 1.27, Mem Usage: 57.2%, tot_steps: 267182
2024-09-26 11:47:28,192 - INFO - Ep.: 134, Score: 16.0, Steps: 2075, Avg Q-val: 1.27, Mem Usage: 59.0%, tot_steps: 269258
2024-09-26 11:47:45,502 - INFO - Ep.: 135, Score: 11.0, Steps: 2695, Avg Q-val: 1.28, Mem Usage: 60.2%, tot_steps: 271954
2024-09-26 11:48:02,439 - INFO - Ep.: 136, Score: 14.0, Steps: 2358, Avg Q-val: 1.28, Mem Usage: 60.2%, tot_steps: 274313
2024-09-26 11:48:16,794 - INFO - Ep.: 137, Score: 17.0, Steps: 2052, Avg Q-val: 1.28, Mem Usage: 60.4%, tot_steps: 276366
2024-09-26 11:48:28,463 - INFO - Ep.: 138, Score: 20.0, Steps: 1683, Avg Q-val: 1.28, Mem Usage: 60.4%, tot_steps: 278050
2024-09-26 11:48:41,116 - INFO - Ep.: 139, Score: 17.0, Steps: 1800, Avg Q-val: 1.28, Mem Usage: 60.5%, tot_steps: 279851
2024-09-26 11:48:54,118 - INFO - Ep.: 140, Score: 18.0, Steps: 1835, Avg Q-val: 1.28, Mem Usage: 60.5%, tot_steps: 281687
2024-09-26 11:49:07,868 - INFO - Ep.: 141, Score: 16.0, Steps: 1929, Avg Q-val: 1.29, Mem Usage: 60.5%, tot_steps: 283617
2024-09-26 11:49:22,279 - INFO - Ep.: 142, Score: 13.0, Steps: 2125, Avg Q-val: 1.29, Mem Usage: 60.5%, tot_steps: 285743
2024-09-26 11:49:36,741 - INFO - Ep.: 143, Score: 17.0, Steps: 1979, Avg Q-val: 1.29, Mem Usage: 60.8%, tot_steps: 287723
2024-09-26 11:49:51,435 - INFO - Ep.: 144, Score: 17.0, Steps: 1973, Avg Q-val: 1.29, Mem Usage: 61.1%, tot_steps: 289697
2024-09-26 11:50:04,929 - INFO - Ep.: 145, Score: 16.0, Steps: 1862, Avg Q-val: 1.29, Mem Usage: 61.4%, tot_steps: 291560
2024-09-26 11:50:19,487 - INFO - Ep.: 146, Score: 16.0, Steps: 1961, Avg Q-val: 1.29, Mem Usage: 61.4%, tot_steps: 293522
2024-09-26 11:50:33,539 - INFO - Ep.: 147, Score: 17.0, Steps: 1874, Avg Q-val: 1.29, Mem Usage: 61.5%, tot_steps: 295397
2024-09-26 11:50:51,522 - INFO - Ep.: 148, Score: 14.0, Steps: 2441, Avg Q-val: 1.30, Mem Usage: 61.6%, tot_steps: 297839
2024-09-26 11:51:05,121 - INFO - Ep.: 149, Score: 17.0, Steps: 1832, Avg Q-val: 1.30, Mem Usage: 61.7%, tot_steps: 299672
2024-09-26 11:51:19,360 - INFO - Ep.: 150, Score: 18.0, Steps: 1922, Avg Q-val: 1.30, Mem Usage: 61.6%, tot_steps: 301595
2024-09-26 11:51:35,247 - INFO - Ep.: 151, Score: 16.0, Steps: 2087, Avg Q-val: 1.30, Mem Usage: 61.6%, tot_steps: 303683
2024-09-26 11:51:50,809 - INFO - Ep.: 152, Score: 14.0, Steps: 2024, Avg Q-val: 1.30, Mem Usage: 61.6%, tot_steps: 305708
2024-09-26 11:52:04,931 - INFO - Ep.: 153, Score: 18.0, Steps: 1822, Avg Q-val: 1.30, Mem Usage: 61.6%, tot_steps: 307531
2024-09-26 11:52:20,659 - INFO - Ep.: 154, Score: 15.0, Steps: 2067, Avg Q-val: 1.30, Mem Usage: 61.7%, tot_steps: 309599
2024-09-26 11:52:34,131 - INFO - Ep.: 155, Score: 17.0, Steps: 1789, Avg Q-val: 1.31, Mem Usage: 61.6%, tot_steps: 311389
2024-09-26 11:52:49,872 - INFO - Ep.: 156, Score: 15.0, Steps: 2086, Avg Q-val: 1.31, Mem Usage: 61.6%, tot_steps: 313476
2024-09-26 11:53:06,512 - INFO - Ep.: 157, Score: 13.0, Steps: 2226, Avg Q-val: 1.31, Mem Usage: 61.6%, tot_steps: 315703
2024-09-26 11:53:21,205 - INFO - Ep.: 158, Score: 17.0, Steps: 1921, Avg Q-val: 1.31, Mem Usage: 61.6%, tot_steps: 317625
2024-09-26 11:53:37,169 - INFO - Ep.: 159, Score: 15.0, Steps: 2095, Avg Q-val: 1.31, Mem Usage: 61.7%, tot_steps: 319721
2024-09-26 11:53:51,312 - INFO - Ep.: 160, Score: 17.0, Steps: 1866, Avg Q-val: 1.31, Mem Usage: 61.7%, tot_steps: 321588
2024-09-26 11:54:04,031 - INFO - Ep.: 161, Score: 20.0, Steps: 1700, Avg Q-val: 1.31, Mem Usage: 61.6%, tot_steps: 323289
2024-09-26 11:54:18,465 - INFO - Ep.: 162, Score: 19.0, Steps: 1893, Avg Q-val: 1.32, Mem Usage: 61.6%, tot_steps: 325183
2024-09-26 11:54:31,464 - INFO - Ep.: 163, Score: 21.0, Steps: 1731, Avg Q-val: 1.32, Mem Usage: 61.7%, tot_steps: 326915
2024-09-26 11:54:46,255 - INFO - Ep.: 164, Score: 19.0, Steps: 1962, Avg Q-val: 1.32, Mem Usage: 61.6%, tot_steps: 328878
2024-09-26 11:54:59,119 - INFO - Ep.: 165, Score: 20.0, Steps: 1696, Avg Q-val: 1.32, Mem Usage: 61.6%, tot_steps: 330575
2024-09-26 11:55:13,652 - INFO - Ep.: 166, Score: 17.0, Steps: 1937, Avg Q-val: 1.32, Mem Usage: 61.7%, tot_steps: 332513
2024-09-26 11:55:30,059 - INFO - Ep.: 167, Score: 16.0, Steps: 2205, Avg Q-val: 1.32, Mem Usage: 61.6%, tot_steps: 334719
