2024-09-27 09:44:48,391 - INFO - Cargando el modelo base desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-27 09:44:48,396 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-27 09:44:48,396 - INFO - Capas convolucionales congeladas.
2024-09-27 09:44:48,396 - INFO - Entrenando en dificultad 3
2024-09-27 09:44:50,289 - INFO - Ep.: 0, Score: -13.0, Steps: 1999, Avg Q-val: 1.29, Mem Usage: 4.3%, tot_steps: 2000
2024-09-27 09:46:19,408 - INFO - Ep.: 45, Score: -16.0, Steps: 1629, Avg Q-val: 1.26, Mem Usage: 25.9%, tot_steps: 89848
2024-09-27 09:46:21,637 - INFO - Ep.: 46, Score: -15.0, Steps: 2156, Avg Q-val: 1.30, Mem Usage: 26.6%, tot_steps: 92005
2024-09-27 09:46:24,074 - INFO - Ep.: 47, Score: -14.0, Steps: 2378, Avg Q-val: 1.30, Mem Usage: 27.4%, tot_steps: 94384
2024-09-27 09:46:26,181 - INFO - Ep.: 48, Score: -19.0, Steps: 2032, Avg Q-val: 1.27, Mem Usage: 28.1%, tot_steps: 96417
2024-09-27 09:46:27,392 - INFO - Ep.: 49, Score: -20.0, Steps: 1130, Avg Q-val: 1.32, Mem Usage: 28.6%, tot_steps: 97548
2024-09-27 09:46:29,332 - INFO - Ep.: 50, Score: -17.0, Steps: 1863, Avg Q-val: 1.27, Mem Usage: 29.2%, tot_steps: 99412
2024-09-27 09:46:32,594 - INFO - Ep.: 51, Score: -17.0, Steps: 1395, Avg Q-val: 1.29, Mem Usage: 30.2%, tot_steps: 100808
2024-09-27 09:46:35,807 - INFO - Ep.: 52, Score: -19.0, Steps: 1025, Avg Q-val: 1.29, Mem Usage: 31.0%, tot_steps: 101834
2024-09-27 09:46:41,403 - INFO - Ep.: 53, Score: -17.0, Steps: 1505, Avg Q-val: 1.26, Mem Usage: 32.2%, tot_steps: 103340
2024-09-27 09:46:45,271 - INFO - Ep.: 54, Score: -19.0, Steps: 1052, Avg Q-val: 1.29, Mem Usage: 32.9%, tot_steps: 104393
2024-09-27 09:46:49,514 - INFO - Ep.: 55, Score: -20.0, Steps: 968, Avg Q-val: 1.25, Mem Usage: 33.4%, tot_steps: 105362
2024-09-27 09:46:52,759 - INFO - Ep.: 56, Score: -21.0, Steps: 763, Avg Q-val: 1.24, Mem Usage: 33.7%, tot_steps: 106126
2024-09-27 09:46:57,873 - INFO - Ep.: 57, Score: -19.0, Steps: 1171, Avg Q-val: 1.20, Mem Usage: 34.2%, tot_steps: 107298
2024-09-27 09:47:01,388 - INFO - Ep.: 58, Score: -21.0, Steps: 823, Avg Q-val: 1.20, Mem Usage: 34.5%, tot_steps: 108122
2024-09-27 09:47:05,167 - INFO - Ep.: 59, Score: -20.0, Steps: 866, Avg Q-val: 1.19, Mem Usage: 34.6%, tot_steps: 108989
2024-09-27 09:47:10,239 - INFO - Ep.: 60, Score: -18.0, Steps: 1159, Avg Q-val: 1.19, Mem Usage: 35.2%, tot_steps: 110149
2024-09-27 09:47:14,650 - INFO - Ep.: 61, Score: -19.0, Steps: 1027, Avg Q-val: 1.19, Mem Usage: 36.0%, tot_steps: 111177
2024-09-27 09:47:18,146 - INFO - Ep.: 62, Score: -21.0, Steps: 782, Avg Q-val: 1.18, Mem Usage: 36.6%, tot_steps: 111960
2024-09-27 09:47:21,460 - INFO - Ep.: 63, Score: -21.0, Steps: 782, Avg Q-val: 1.27, Mem Usage: 37.1%, tot_steps: 112743
2024-09-27 09:47:26,073 - INFO - Ep.: 64, Score: -20.0, Steps: 1011, Avg Q-val: 1.19, Mem Usage: 37.8%, tot_steps: 113755
2024-09-27 09:47:30,311 - INFO - Ep.: 65, Score: -20.0, Steps: 947, Avg Q-val: 1.17, Mem Usage: 38.5%, tot_steps: 114703
2024-09-27 09:47:34,112 - INFO - Ep.: 66, Score: -20.0, Steps: 860, Avg Q-val: 1.14, Mem Usage: 39.3%, tot_steps: 115564
2024-09-27 09:47:40,393 - INFO - Ep.: 67, Score: -18.0, Steps: 1389, Avg Q-val: 1.21, Mem Usage: 40.7%, tot_steps: 116954
2024-09-27 09:47:44,418 - INFO - Ep.: 68, Score: -21.0, Steps: 883, Avg Q-val: 1.07, Mem Usage: 41.8%, tot_steps: 117838
2024-09-27 09:47:50,487 - INFO - Ep.: 69, Score: -18.0, Steps: 1323, Avg Q-val: 1.16, Mem Usage: 43.2%, tot_steps: 119162
2024-09-27 09:48:01,988 - INFO - Ep.: 70, Score: -8.0, Steps: 2554, Avg Q-val: 1.25, Mem Usage: 46.0%, tot_steps: 121717
2024-09-27 09:48:08,578 - INFO - Ep.: 71, Score: -17.0, Steps: 1306, Avg Q-val: 1.04, Mem Usage: 47.3%, tot_steps: 123024
2024-09-27 09:48:17,527 - INFO - Ep.: 72, Score: -15.0, Steps: 1740, Avg Q-val: 1.15, Mem Usage: 48.7%, tot_steps: 124765
2024-09-27 09:48:30,440 - INFO - Ep.: 73, Score: -12.0, Steps: 2415, Avg Q-val: 1.22, Mem Usage: 50.6%, tot_steps: 127181
2024-09-27 09:48:49,520 - INFO - Ep.: 74, Score: -3.0, Steps: 3627, Avg Q-val: 1.27, Mem Usage: 53.6%, tot_steps: 130809
2024-09-27 09:49:07,047 - INFO - Ep.: 75, Score: -9.0, Steps: 2963, Avg Q-val: 1.21, Mem Usage: 55.5%, tot_steps: 133773
2024-09-27 09:49:23,348 - INFO - Ep.: 76, Score: -9.0, Steps: 2561, Avg Q-val: 1.19, Mem Usage: 56.8%, tot_steps: 136335
2024-09-27 09:49:39,492 - INFO - Ep.: 77, Score: -13.0, Steps: 2264, Avg Q-val: 1.18, Mem Usage: 56.9%, tot_steps: 138600
2024-09-27 09:50:02,196 - INFO - Ep.: 78, Score: -2.0, Steps: 3213, Avg Q-val: 1.25, Mem Usage: 56.9%, tot_steps: 141814
2024-09-27 09:50:21,302 - INFO - Ep.: 79, Score: -7.0, Steps: 2659, Avg Q-val: 1.23, Mem Usage: 56.8%, tot_steps: 144474
2024-09-27 09:50:38,121 - INFO - Ep.: 80, Score: 10.0, Steps: 2377, Avg Q-val: 1.33, Mem Usage: 56.9%, tot_steps: 146852
2024-09-27 09:50:59,099 - INFO - Ep.: 81, Score: -6.0, Steps: 2964, Avg Q-val: 1.19, Mem Usage: 56.9%, tot_steps: 149817
2024-09-27 09:51:21,229 - INFO - Ep.: 82, Score: -4.0, Steps: 3065, Avg Q-val: 1.21, Mem Usage: 56.9%, tot_steps: 152883
2024-09-27 09:51:43,493 - INFO - Ep.: 83, Score: -1.0, Steps: 3124, Avg Q-val: 1.26, Mem Usage: 56.9%, tot_steps: 156008
2024-09-27 09:52:01,182 - INFO - Ep.: 84, Score: -12.0, Steps: 2463, Avg Q-val: 1.24, Mem Usage: 57.0%, tot_steps: 158472
2024-09-27 09:52:25,605 - INFO - Ep.: 85, Score: -1.0, Steps: 3356, Avg Q-val: 1.24, Mem Usage: 56.9%, tot_steps: 161829
2024-09-27 09:52:46,780 - INFO - Ep.: 86, Score: -6.0, Steps: 2971, Avg Q-val: 1.23, Mem Usage: 57.0%, tot_steps: 164801
2024-09-27 09:53:12,532 - INFO - Ep.: 87, Score: -2.0, Steps: 3502, Avg Q-val: 1.28, Mem Usage: 56.9%, tot_steps: 168304
2024-09-27 09:53:36,018 - INFO - Ep.: 88, Score: -1.0, Steps: 3244, Avg Q-val: 1.24, Mem Usage: 56.9%, tot_steps: 171549
2024-09-27 09:53:58,099 - INFO - Ep.: 89, Score: -2.0, Steps: 3060, Avg Q-val: 1.16, Mem Usage: 56.9%, tot_steps: 174610
2024-09-27 09:54:19,464 - INFO - Ep.: 90, Score: -1.0, Steps: 2944, Avg Q-val: 1.20, Mem Usage: 56.8%, tot_steps: 177555
2024-09-27 09:54:45,278 - INFO - Ep.: 91, Score: -4.0, Steps: 3610, Avg Q-val: 1.25, Mem Usage: 57.0%, tot_steps: 181166
2024-09-27 09:55:06,903 - INFO - Ep.: 92, Score: -4.0, Steps: 3009, Avg Q-val: 1.27, Mem Usage: 56.9%, tot_steps: 184176
2024-09-27 09:55:31,837 - INFO - Ep.: 93, Score: -1.0, Steps: 3478, Avg Q-val: 1.24, Mem Usage: 56.9%, tot_steps: 187655
2024-09-27 09:55:50,694 - INFO - Ep.: 94, Score: 9.0, Steps: 2624, Avg Q-val: 1.31, Mem Usage: 57.0%, tot_steps: 190280
2024-09-27 09:56:15,803 - INFO - Ep.: 95, Score: -1.0, Steps: 3542, Avg Q-val: 1.22, Mem Usage: 56.9%, tot_steps: 193823
2024-09-27 09:56:39,328 - INFO - Ep.: 96, Score: -1.0, Steps: 3265, Avg Q-val: 1.24, Mem Usage: 56.8%, tot_steps: 197089
2024-09-27 09:57:00,988 - INFO - Ep.: 97, Score: 6.0, Steps: 3040, Avg Q-val: 1.22, Mem Usage: 56.9%, tot_steps: 200130
2024-09-27 09:57:19,254 - INFO - Ep.: 98, Score: 11.0, Steps: 2465, Avg Q-val: 1.32, Mem Usage: 56.8%, tot_steps: 202596
2024-09-27 09:57:40,968 - INFO - Ep.: 99, Score: 8.0, Steps: 3033, Avg Q-val: 1.31, Mem Usage: 56.9%, tot_steps: 205630
2024-09-27 09:58:06,456 - INFO - Ep.: 100, Score: 2.0, Steps: 3494, Avg Q-val: 1.36, Mem Usage: 56.8%, tot_steps: 209125
2024-09-27 09:58:23,620 - INFO - Ep.: 101, Score: 18.0, Steps: 2419, Avg Q-val: 1.38, Mem Usage: 56.9%, tot_steps: 211545
2024-09-27 09:58:46,252 - INFO - Ep.: 102, Score: -1.0, Steps: 3120, Avg Q-val: 1.17, Mem Usage: 56.9%, tot_steps: 214666
2024-09-27 09:59:03,895 - INFO - Ep.: 103, Score: -19.0, Steps: 2451, Avg Q-val: 1.37, Mem Usage: 56.9%, tot_steps: 217118
2024-09-27 09:59:17,469 - INFO - Ep.: 104, Score: 19.0, Steps: 1887, Avg Q-val: 1.45, Mem Usage: 56.9%, tot_steps: 219006
2024-09-27 09:59:43,052 - INFO - Ep.: 105, Score: -1.0, Steps: 3557, Avg Q-val: 1.41, Mem Usage: 57.0%, tot_steps: 222564
2024-09-27 10:00:00,113 - INFO - Ep.: 106, Score: 14.0, Steps: 2431, Avg Q-val: 1.38, Mem Usage: 56.9%, tot_steps: 224996
2024-09-27 10:00:16,763 - INFO - Ep.: 107, Score: 12.0, Steps: 2344, Avg Q-val: 1.43, Mem Usage: 57.0%, tot_steps: 227341
2024-09-27 10:00:33,970 - INFO - Ep.: 108, Score: 17.0, Steps: 2333, Avg Q-val: 1.44, Mem Usage: 57.0%, tot_steps: 229675
2024-09-27 10:00:52,130 - INFO - Ep.: 109, Score: 15.0, Steps: 2552, Avg Q-val: 1.40, Mem Usage: 57.0%, tot_steps: 232228
2024-09-27 10:01:12,271 - INFO - Ep.: 110, Score: 14.0, Steps: 2833, Avg Q-val: 1.37, Mem Usage: 57.0%, tot_steps: 235062
2024-09-27 10:01:39,188 - INFO - Ep.: 111, Score: 3.0, Steps: 3773, Avg Q-val: 1.41, Mem Usage: 56.9%, tot_steps: 238836
2024-09-27 10:01:55,395 - INFO - Ep.: 112, Score: 16.0, Steps: 2264, Avg Q-val: 1.42, Mem Usage: 56.9%, tot_steps: 241101
2024-09-27 10:02:10,024 - INFO - Ep.: 113, Score: 18.0, Steps: 2040, Avg Q-val: 1.51, Mem Usage: 56.9%, tot_steps: 243142
2024-09-27 10:02:24,723 - INFO - Ep.: 114, Score: 19.0, Steps: 2045, Avg Q-val: 1.45, Mem Usage: 56.9%, tot_steps: 245188
2024-09-27 10:02:38,691 - INFO - Ep.: 115, Score: 18.0, Steps: 1900, Avg Q-val: 1.43, Mem Usage: 56.9%, tot_steps: 247089
2024-09-27 10:02:54,677 - INFO - Ep.: 116, Score: 17.0, Steps: 2216, Avg Q-val: 1.45, Mem Usage: 56.9%, tot_steps: 249306
2024-09-27 10:03:07,704 - INFO - Ep.: 117, Score: 18.0, Steps: 1814, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 251121
2024-09-27 10:03:20,880 - INFO - Ep.: 118, Score: 18.0, Steps: 1837, Avg Q-val: 1.54, Mem Usage: 56.9%, tot_steps: 252959
2024-09-27 10:03:40,089 - INFO - Ep.: 119, Score: 12.0, Steps: 2682, Avg Q-val: 1.46, Mem Usage: 56.9%, tot_steps: 255642
2024-09-27 10:03:53,154 - INFO - Ep.: 120, Score: 19.0, Steps: 1833, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 257476
2024-09-27 10:04:06,814 - INFO - Ep.: 121, Score: 18.0, Steps: 1916, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 259393
2024-09-27 10:04:21,214 - INFO - Ep.: 122, Score: 18.0, Steps: 1966, Avg Q-val: 1.50, Mem Usage: 56.8%, tot_steps: 261360
2024-09-27 10:04:38,651 - INFO - Ep.: 123, Score: 17.0, Steps: 2424, Avg Q-val: 1.47, Mem Usage: 56.8%, tot_steps: 263785
2024-09-27 10:04:53,484 - INFO - Ep.: 124, Score: 17.0, Steps: 2067, Avg Q-val: 1.49, Mem Usage: 56.9%, tot_steps: 265853
2024-09-27 10:05:08,339 - INFO - Ep.: 125, Score: 16.0, Steps: 2062, Avg Q-val: 1.58, Mem Usage: 56.9%, tot_steps: 267916
2024-09-27 10:05:25,893 - INFO - Ep.: 126, Score: 15.0, Steps: 2390, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 270307
2024-09-27 10:05:39,138 - INFO - Ep.: 127, Score: 18.0, Steps: 1826, Avg Q-val: 1.60, Mem Usage: 56.9%, tot_steps: 272134
2024-09-27 10:05:54,308 - INFO - Ep.: 128, Score: 16.0, Steps: 2084, Avg Q-val: 1.57, Mem Usage: 56.9%, tot_steps: 274219
2024-09-27 10:06:11,363 - INFO - Ep.: 129, Score: 16.0, Steps: 2373, Avg Q-val: 1.46, Mem Usage: 56.9%, tot_steps: 276593
2024-09-27 10:06:24,712 - INFO - Ep.: 130, Score: 17.0, Steps: 1881, Avg Q-val: 1.60, Mem Usage: 56.9%, tot_steps: 278475
2024-09-27 10:06:39,409 - INFO - Ep.: 131, Score: 17.0, Steps: 2041, Avg Q-val: 1.57, Mem Usage: 56.9%, tot_steps: 280517
2024-09-27 10:06:54,738 - INFO - Ep.: 132, Score: 16.0, Steps: 2119, Avg Q-val: 1.54, Mem Usage: 57.0%, tot_steps: 282637
2024-09-27 10:07:11,494 - INFO - Ep.: 133, Score: 13.0, Steps: 2327, Avg Q-val: 1.47, Mem Usage: 56.9%, tot_steps: 284965
2024-09-27 10:07:26,094 - INFO - Ep.: 134, Score: 17.0, Steps: 2057, Avg Q-val: 1.55, Mem Usage: 56.9%, tot_steps: 287023
2024-09-27 10:07:42,718 - INFO - Ep.: 135, Score: 14.0, Steps: 2308, Avg Q-val: 1.50, Mem Usage: 56.9%, tot_steps: 289332
2024-09-27 10:07:56,920 - INFO - Ep.: 136, Score: 17.0, Steps: 1958, Avg Q-val: 1.57, Mem Usage: 56.9%, tot_steps: 291291
2024-09-27 10:08:12,588 - INFO - Ep.: 137, Score: 17.0, Steps: 2182, Avg Q-val: 1.55, Mem Usage: 56.9%, tot_steps: 293474
2024-09-27 10:08:26,689 - INFO - Ep.: 138, Score: 17.0, Steps: 1953, Avg Q-val: 1.55, Mem Usage: 56.9%, tot_steps: 295428
2024-09-27 10:08:40,917 - INFO - Ep.: 139, Score: 18.0, Steps: 1968, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 297397
2024-09-27 10:08:55,100 - INFO - Ep.: 140, Score: 17.0, Steps: 2006, Avg Q-val: 1.58, Mem Usage: 57.0%, tot_steps: 299404
2024-09-27 10:09:11,223 - INFO - Ep.: 141, Score: 14.0, Steps: 2263, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 301668
2024-09-27 10:09:26,938 - INFO - Ep.: 142, Score: 13.0, Steps: 2240, Avg Q-val: 1.53, Mem Usage: 56.9%, tot_steps: 303909
2024-09-27 10:09:39,633 - INFO - Ep.: 143, Score: 18.0, Steps: 1797, Avg Q-val: 1.60, Mem Usage: 56.9%, tot_steps: 305707
2024-09-27 10:09:57,586 - INFO - Ep.: 144, Score: 8.0, Steps: 2462, Avg Q-val: 1.49, Mem Usage: 56.9%, tot_steps: 308170
2024-09-27 10:10:11,820 - INFO - Ep.: 145, Score: 15.0, Steps: 1993, Avg Q-val: 1.59, Mem Usage: 56.8%, tot_steps: 310164
2024-09-27 10:10:27,767 - INFO - Ep.: 146, Score: 14.0, Steps: 2192, Avg Q-val: 1.52, Mem Usage: 56.9%, tot_steps: 312357
2024-09-27 10:10:42,731 - INFO - Ep.: 147, Score: 15.0, Steps: 2088, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 314446
2024-09-27 10:10:56,449 - INFO - Ep.: 148, Score: 18.0, Steps: 1941, Avg Q-val: 1.59, Mem Usage: 56.9%, tot_steps: 316388
2024-09-27 10:11:11,026 - INFO - Ep.: 149, Score: 16.0, Steps: 2054, Avg Q-val: 1.59, Mem Usage: 56.8%, tot_steps: 318443
2024-09-27 10:11:24,986 - INFO - Ep.: 150, Score: 17.0, Steps: 1937, Avg Q-val: 1.60, Mem Usage: 56.9%, tot_steps: 320381
2024-09-27 10:11:42,330 - INFO - Ep.: 151, Score: 14.0, Steps: 2475, Avg Q-val: 1.55, Mem Usage: 56.9%, tot_steps: 322857
2024-09-27 10:11:56,111 - INFO - Ep.: 152, Score: 19.0, Steps: 1862, Avg Q-val: 1.60, Mem Usage: 56.9%, tot_steps: 324720
2024-09-27 10:12:08,972 - INFO - Ep.: 153, Score: 19.0, Steps: 1795, Avg Q-val: 1.65, Mem Usage: 56.8%, tot_steps: 326516
2024-09-27 10:12:21,222 - INFO - Ep.: 154, Score: 21.0, Steps: 1681, Avg Q-val: 1.66, Mem Usage: 56.9%, tot_steps: 328198
2024-09-27 10:12:34,302 - INFO - Ep.: 155, Score: 19.0, Steps: 1880, Avg Q-val: 1.60, Mem Usage: 56.9%, tot_steps: 330079
2024-09-27 10:12:51,156 - INFO - Ep.: 156, Score: 13.0, Steps: 2330, Avg Q-val: 1.54, Mem Usage: 56.9%, tot_steps: 332410
2024-09-27 10:13:08,662 - INFO - Ep.: 157, Score: 11.0, Steps: 2442, Avg Q-val: 1.48, Mem Usage: 56.9%, tot_steps: 334853
2024-09-27 10:13:24,289 - INFO - Ep.: 158, Score: 15.0, Steps: 2150, Avg Q-val: 1.56, Mem Usage: 56.9%, tot_steps: 337004
2024-09-27 10:13:38,993 - INFO - Ep.: 159, Score: 15.0, Steps: 2062, Avg Q-val: 1.61, Mem Usage: 56.9%, tot_steps: 339067
2024-09-27 10:13:53,757 - INFO - Ep.: 160, Score: 17.0, Steps: 2089, Avg Q-val: 1.57, Mem Usage: 56.9%, tot_steps: 341157
2024-09-27 10:14:08,842 - INFO - Ep.: 161, Score: 16.0, Steps: 2065, Avg Q-val: 1.60, Mem Usage: 57.0%, tot_steps: 343223
2024-09-27 10:14:22,538 - INFO - Ep.: 162, Score: 19.0, Steps: 1901, Avg Q-val: 1.65, Mem Usage: 56.9%, tot_steps: 345125
2024-09-27 10:14:35,901 - INFO - Ep.: 163, Score: 17.0, Steps: 1888, Avg Q-val: 1.66, Mem Usage: 56.9%, tot_steps: 347014
2024-09-27 10:14:49,897 - INFO - Ep.: 164, Score: 17.0, Steps: 1952, Avg Q-val: 1.65, Mem Usage: 56.9%, tot_steps: 348967
2024-09-27 10:15:03,426 - INFO - Ep.: 165, Score: 18.0, Steps: 1905, Avg Q-val: 1.69, Mem Usage: 56.9%, tot_steps: 350873
2024-09-27 10:15:15,821 - INFO - Ep.: 166, Score: 20.0, Steps: 1762, Avg Q-val: 1.67, Mem Usage: 56.9%, tot_steps: 352636
2024-09-27 10:15:28,926 - INFO - Ep.: 167, Score: 19.0, Steps: 1816, Avg Q-val: 1.65, Mem Usage: 56.9%, tot_steps: 354453
